taxon;TL;OS;PC;A50;Amax;Fec;Lmax;K;Equilibrium;Periodic;Opportunistic;slow_fast
Sphoeroides;3.27;0.631271777;1;0.693147181;1.386294361;12.02575508;3.36729583;0.412109651;0;0.25627164;0.743647348;-0.759119756
Sphoeroides dorsalis;3.27;0.631271777;1;0.693147181;1.386294361;12.02575508;3.044522438;0.444685821;0;0.222471201;0.777462795;-0.080623611
Sphoeroides maculatus;4.04;0.631271777;1;0.693147181;1.386294361;12.02575508;3.36729583;0.476234179;0;0.39707833;0.602781221;-0.15591204
Sphoeroides nephelus;3.5;0.631271777;1;0.693147181;1.386294361;12.02575508;3.433987204;0.412109651;0;0.305314621;0.694583512;0.608851844
Sphoeroides pachygaster;4.2;0.631271777;1;0.693147181;1.386294361;12.02575508;3.737669618;0.452348694;0;0.465121959;0.534708021;-0.1525882
Sphoeroides parvus;3.27;0.631271777;1;0.693147181;1.386294361;12.02575508;2.772588722;0.412109651;0;0.193994631;0.805952009;0.085007564
Sphoeroides spengleri;3.27;0.631271777;1;0.693147181;1.386294361;12.02575508;3.433987204;0.433944579;0;0.26325548;0.736660407;0.021986565
Sphoeroides testudineus;3.4;0.631271777;1;0.693147181;1.386294361;12.02575508;3.433987204;0.412109651;0;0.287028038;0.712877814;-0.199019786
Sphyraena;4.383333333;NA;1;1.386294361;2.48490665;12.47991311;5.303304908;0.122217633;NA;NA;NA;0.59298053
Sphyraena barracuda;4.49;NA;1;1.386294361;2.48490665;12.47991311;5.303304908;0.09531018;NA;NA;NA;0.298566297
Sphyraena borealis;4.383333333;NA;1;1.386294361;2.48490665;12.47991311;3.850147602;0.122217633;NA;NA;NA;0.391061503
Sphyraena guachancho;4.35;NA;1;1.386294361;2.48490665;12.47991311;5.303304908;0.113328685;NA;NA;NA;-0.737454303
Sphyraena picudilla;4.383333333;NA;1;1.386294361;2.48490665;12.47991311;4.127134385;0.09531018;NA;NA;NA;-0.092930906
Sphyrna lewini;4.08;6.17586727;3;2.151762203;3.583518938;3.17805383;5.480638923;0.074643543;0.943400492;0.045511356;0.011140844;0.033734354
Sphyrna mokarran;4.32;6.061456919;3;1.686398954;3.433987204;3.36729583;6.415096959;0.099845335;0.924305733;0.075794296;0;-0.342547275
Sphyrna tiburo;3.88;5.929589143;3;1.223775432;2.564949357;2.335374916;4.828313737;0.2390169;0.824069547;0;0.176023575;0.530717164
Spicara maena;4.15;1.029619417;1;1.098612289;1.791759469;11.02395918;2.833213344;0.21107097;0.021816794;0.374488337;0.60355949;0.397186015
Spicara smaris;3;1.029619417;2;1.098612289;1.871802177;11.02395918;3.091042453;0.31481074;0.120445515;0.116303511;0.763229269;-2.563064298
Spinachia spinachia;3.5;1.085189268;2;0.693147181;0.693147181;5.909440712;2.833213344;1.109387362;0.170211723;0;0.82983333;-1.810489669
Spirinchus starksi;3.5;0.667829373;1;1.098612289;1.386294361;9.718903438;3.17805383;0.254642218;0.012836346;0.237329759;0.749755889;-2.11002825
Spirinchus thaleichthys;3.200000048;0.667829373;1;1.098612289;1.386294361;9.718903438;3.044522438;0.254642218;0.004965871;0.174123771;0.820857795;-2.344689065
Spondyliosoma cantharus;3.34;0.737164066;1;1.335001067;2.708050201;11.4121544;3.713572067;0.262364264;0.0334816;0.408227725;0.558142486;-2.354910369
Spratelloides lewisi;3.02;0.760805829;1;1.30833282;0.262364264;10.26451302;2.079441542;1.808288771;0;0;1;-1.769793002
Sprattus sprattus;3.01;0.741937345;1;1.098612289;1.945910149;9.590897844;2.747270914;0.470003629;0.019057428;0.153810861;0.827087495;1.543866716
Squalidae;4.244;5.519458915;3;3.08190997;3.465735903;2.197224577;4.17438727;0.067658648;0.854540574;0;0.145533397;0.805088778
Squalus acanthias;4.37;5.564520407;3;2.282382386;4.33073334;2.48490665;4.836281907;0.102212709;0.909218765;0.090828529;0;-0.06814234
Squalus blainville;3.97;5.442417711;3;3.08190997;3.36729583;1.609437912;4.615120517;0.099845335;0.852957941;0;0.147123257;-0.114411053
Squalus cubensis;4.244;5.579729826;3;3.08190997;3.96081317;1.945910149;4.709530201;0.067658648;0.914645695;0.034698852;0.050710824;-0.039944895
Squalus suckleyi;4.244;5.484796933;3;3.328626689;3.96081317;2.079441542;4.774912961;0.062974799;0.906115763;0.049188329;0.044744974;0.48259836
Squatina californica;4.14;NA;3;2.397895273;3.583518938;2.302585093;5.030437921;0.148420005;NA;NA;NA;0.963230305
Squatina dumeril;4.49;NA;3;2.397895273;3.583518938;2.302585093;5.030437921;0.148420005;NA;NA;NA;0.326905495
Starksia ocellata;3.5;0.693147181;3;NA;NA;8.412054873;1.386294361;NA;NA;NA;NA;-1.487073977
Stegastes fuscus;3.3;0.693147181;2;1.504077397;2.63905733;8.794218684;2.63905733;0.364643114;0.157747764;0.143315012;0.698906317;-0.55196097
Stegastes leucostictus;2.544285714;0.693147181;2;1.504077397;2.63905733;8.794218684;2.397895273;0.364643114;0.136945893;0;0.863082397;-1.211758886
Stegastes partitus;2;0.693147181;2;1.504077397;2.079441542;8.794218684;2.397895273;0.364643114;0.046037189;0;0.954014556;-2.99437091
Stegastes planifrons;3.27;0.693147181;2;1.504077397;2.995732274;8.794218684;2.63905733;0.364643114;0.168031262;0.166907818;0.665020594;-1.551973769
Stegastes variabilis;2.54;0.693147181;2;1.504077397;2.63905733;8.794218684;2.63905733;0.364643114;0.147981999;0.011331426;0.840709467;-2.4197763
Steindachneria argentea;4.34875;0.688134639;1;1.526056303;2.850706502;12.48560031;3.433987204;0.451075619;0.014105813;0.606645542;0.37901705;-1.423725074
Stellifer lanceolatus;3.5;0.559615788;1;0.693147181;2.833213344;12.6526733;3.044522438;0.256578327;0;0.420854476;0.578992723;-1.759168666
Stenobrachius;3.07;0.405465108;1;1.252762968;2.174751721;8.125926803;2.302585093;0.228841572;0.020048965;0.119338834;0.860582311;-1.442278291
Stenobrachius leucopsarus;3.1;0.262364264;1;1.252762968;2.197224577;8.125926803;2.302585093;0.227135573;0.00984901;0.133935574;0.856179082;-1.441023905
Stenobrachius nannochir;3.07;0.405465108;1;1.252762968;2.197224577;8.125926803;2.48490665;0.227932068;0.026203971;0.136319196;0.837440471;-1.340937331
Stenotomus;3.625;0.631271777;1;0.693147181;2.564949357;8.969669104;3.401197382;0.198850859;0.070522149;0.352115058;0.577240284;-1.305629346
Stenotomus caprinus;3.625;0.631271777;1;0.693147181;1.386294361;8.969669104;3.044522438;0.198850859;0.024539839;0.227266349;0.748120688;-0.911250504
Stenotomus chrysops;3.82;0.631271777;1;0.693147181;2.995732274;8.969669104;3.63758616;0.198850859;0.093022276;0.44042936;0.466390661;-1.28984947
Stephanolepis hispidus;2.56;0.482426149;1;0.693147181;1.386294361;13.01981668;3.36729583;0.329303747;0;0.13976547;0.860207803;-1.887552582
Stephanolepis setifer;2.85;0.482426149;1;0.693147181;1.386294361;13.01981668;3.044522438;0.329303747;0;0.158996122;0.840969774;-0.911250504
Sternoptychidae;3.3775;0.683096845;1;0.693147181;1.609437912;5.860786223;1.819158443;0.555798989;0.0657557;0.003865401;0.930399309;-0.026649721
Sternoptyx;3.415;0.683096845;1;0.693147181;1.609437912;5.860786223;1.704748092;0.512823626;0.062797005;0.000861035;0.93636332;-1.129634239
Sternoptyx diaphana;3.44;0.683096845;1;0.693147181;1.609437912;5.860786223;1.791759469;0.53454215;0.065734861;0.012440253;0.921841734;-1.82188062
Stichaeidae;3.13;1.266947603;2;1.458615023;2.397895273;10.37352243;3.469634543;0.137585663;0.182656777;0.180678299;0.636620084;-0.209849906
Stichaeus punctatus punctatus;4.38;1.266947603;2;1.458615023;2.397895273;11.22955409;3.526360525;0.113328685;0.181014326;0.42829474;0.390543893;-0.254106982
Stomias atriventer;3.98;0.641853886;1;NA;2.054123734;10.71443999;3.258096538;0.405465108;0.016770429;0.412677154;0.57040177;0.328634133
Stomias boa boa;3.95;0.641853886;1;NA;2.054123734;10.71443999;3.496507561;0.405465108;0.023554455;0.427298432;0.548991078;0.585718988
Stomias boa ferox;3.62;0.641853886;1;NA;2.054123734;10.71443999;3.433987204;0.405465108;0.017433939;0.364789293;0.617646062;0.263792587
Stomiidae;4.3;1.01884732;1;NA;2.054123734;10.71443999;3.306886702;0.343589704;0.052007411;0.452359178;0.49546804;0.771947151
Stromateidae;3.903333333;0.570979547;1;0.641853886;1.098612289;NA;2.995732274;0.779324877;NA;NA;NA;-0.090194417
Strongylura marina;3;1.526056303;1;1.098612289;2.48490665;9.798182591;4.718498871;0.246860078;0.151316561;0.324328681;0.524248496;0.050563408
Syacium;3.59;0.737164066;1;1.335001067;2.066862759;16.95750538;3.258096538;0.21511138;0;0.441914211;0.557938491;0.040244114
Syacium gunteri;3.26;0.737164066;1;1.335001067;2.066862759;16.95750538;3.044522438;0.2390169;0;0.359203265;0.640684841;-0.090194417
Syacium micrurum;3.27;0.737164066;1;1.335001067;2.085672091;16.95750538;3.713572067;0.21913553;0;0.433015877;0.56683946;0.108367236
Syacium papillosum;3.59;0.737164066;1;1.335001067;2.094945728;16.95750538;3.433987204;0.200897942;0;0.463202708;0.536640489;0.070696497
Symbolophorus californiensis;3.1;0.405465108;1;0.405465108;1.791759469;8.125926803;2.63905733;0.357674444;0.019096678;0.121608758;0.859264345;1.034460335
Symbolophorus veranyi;3.25;0.405465108;1;0.405465108;1.791759469;8.125926803;2.63905733;0.357674444;0.021024132;0.14765815;0.831276881;-2.21845951
Symphodus bailloni;3.357142857;0.647103242;2;0.993251773;2.302585093;11.98687131;3.044522438;0.300104592;0.0845952;0.258527512;0.656794802;-1.852622959
Symphodus melops;3.38;0.633043256;2;1.386294361;2.302585093;11.98687131;3.091042453;0.262364264;0.08518177;0.267110479;0.647621828;-0.137748149
Symphodus roissali;3.47;0.604315967;2;0.693147181;2.197224577;11.98687131;2.708050201;0.31481074;0.069409324;0.243894493;0.686618644;0.207151579
Symphurus;3.535;0.587786665;1;1.098612289;1.791759469;11.09806132;3.091042453;0.286681572;0;0.304167095;0.695728172;-0.613647969
Symphurus arawak;3.535;0.587786665;1;1.098612289;1.791759469;11.09806132;1.791759469;0.322083499;0;0.168107751;0.831847927;-1.624238962
Symphurus atricaudus;3.39;0.587786665;1;1.098612289;1.791759469;11.09806132;3.091042453;0.322083499;0;0.27765155;0.72225491;-0.69749799
Symphurus civitatium;3.535;0.587786665;1;1.098612289;1.791759469;11.09806132;2.890371758;0.292669614;0;0.283153102;0.716751495;-1.063978406
Symphurus diomedeanus;3.29;0.587786665;1;1.098612289;1.791759469;11.09806132;3.135494216;0.302570685;0;0.264019901;0.73589221;-0.239582277
Symphurus marginatus;3.535;0.587786665;1;1.098612289;1.791759469;11.09806132;2.772588722;0.262364264;0;0.270819005;0.729091068;-1.733417249
Symphurus minor;3.535;0.587786665;1;1.098612289;1.791759469;11.09806132;2.302585093;0.322083499;0;0.221600793;0.778331133;-1.344464183
Symphurus nigrescens;3.5;0.587786665;1;1.098612289;1.791759469;11.09806132;2.564949357;0.322083499;0;0.242674958;0.757247472;-1.165516908
Symphurus parvus;3.535;0.587786665;1;1.098612289;1.791759469;11.09806132;2.302585093;0.322083499;0;0.221600793;0.778331133;-1.341470478
Symphurus pelicanus;3.535;0.587786665;1;1.098612289;1.791759469;11.09806132;2.302585093;0.322083499;0;0.221600793;0.778331133;-1.290317503
Symphurus piger;3.535;0.587786665;1;1.098612289;1.791759469;11.09806132;2.772588722;0.322083499;0;0.270819005;0.729091068;2.816916452
Symphurus plagiusa;3.2;0.587786665;1;1.098612289;1.791759469;11.09806132;3.091042453;0.262364264;0;0.242907042;0.757014084;2.444991931
Symphurus pusillus;3.535;0.587786665;1;1.098612289;1.791759469;11.09806132;2.197224577;0.292669614;0;0.210567567;0.789369258;2.630838165
Symphurus urospilus;3.535;0.587786665;1;1.098612289;1.791759469;11.09806132;2.890371758;0.322083499;0;0.283153102;0.716751495;2.138690412
Synagrops;3.72;NA;1;NA;NA;10.55377942;2.833213344;0.300104592;NA;NA;NA;2.248898392
Synagrops bellus;3.72;NA;1;NA;NA;10.55377942;3.17805383;0.300104592;NA;NA;NA;2.675832824
Synagrops spinosus;3.72;NA;1;NA;NA;10.55377942;2.63905733;0.300104592;NA;NA;NA;-0.103209595
Synaphobranchidae;4.09;0.693147181;1;NA;NA;13.45094888;4.317488114;NA;NA;NA;NA;1.100497596
Synaphobranchus kaupii;4.09;0.693147181;1;NA;NA;11.69525536;4.007333185;0.418710335;NA;NA;NA;1.931857954
Synbranchidae;3.222500029;1.619388243;2;NA;NA;NA;4.077537444;0.104360015;NA;NA;NA;-0.302900537
Synchiropus goodenbeani;3.46;0.604315967;1;1.458615023;1.609437912;8.517393171;2.944438979;0.385262401;0.034219386;0.196091382;0.769629346;-0.302900537
Synchiropus phaeton;3.38;0.604315967;1;1.458615023;1.791759469;8.517393171;2.944438979;0.385262401;0.038645078;0.196921443;0.764373354;0.559281608
Syngnathidae;3.298333333;0.896088025;3;0.405465108;1.568615918;5.880532986;3.487811854;0.584607012;0.308721021;0;0.691331046;1.783669235
Syngnathus;3.48;0.879626748;3;0.916290732;1.386294361;5.308267697;3.33220451;0.488580015;0.306589593;0;0.693465009;1.839582864
Syngnathus acus;3.33;1.115141591;3;0.916290732;1.386294361;5.402677382;3.091042453;0.488580015;0.287004354;0;0.713059826;2.773185666
Syngnathus floridae;3.32;0.879626748;3;0.916290732;1.386294361;5.308267697;3.258096538;0.488580015;0.285981387;0;0.714078812;1.882637677
Syngnathus fuscus;3.22;0.879626748;3;0.916290732;1.386294361;5.308267697;3.465735903;0.488580015;0.29089503;0;0.709165682;0.444682832
Syngnathus louisianae;3.48;0.879626748;3;0.916290732;1.386294361;5.308267697;3.663561646;0.488580015;0.329806504;0;0.670244204;2.589602469
Syngnathus rostellatus;3.69;0.879626748;3;0.916290732;1.386294361;4.615120517;2.995732274;0.559615788;0.308912327;0;0.69114472;1.54264648
Syngnathus scovelli;3.34;0.879626748;3;0.916290732;1.386294361;5.308267697;2.397895273;0.488580015;0.227637385;0;0.77243233;1.095178725
Syngnathus springeri;3.48;0.879626748;3;0.916290732;1.386294361;5.308267697;3.663561646;0.488580015;0.329806504;0;0.670244204;1.214547154
Syngnathus typhle;4.31;1.091923301;3;0.916290732;1.386294361;5.170483995;3.583518938;0.444685821;0.378452255;0.079327089;0.542232542;1.098745321
Synodontidae;4.373076923;0.854415328;1;0.955511445;2.126245608;13.08984225;3.344038968;0.364643114;0;0.546736877;0.453057114;2.589762345
Synodus;4.384285714;0.854415328;1;1.098612289;2.163323026;13.08984225;3.044522438;0.405465108;0;0.521210038;0.47859526;1.568705003
Synodus foetens;4.5;0.854415328;1;1.098612289;2.163323026;13.08984225;3.891820298;0.405465108;0.008636147;0.624912846;0.366212282;1.530703542
Synodus intermedius;4.21;0.854415328;1;1.098612289;2.163323026;13.08984225;3.850147602;0.405465108;0.003656551;0.571084331;0.425042234;1.451937926
Synodus lucioceps;4.5;0.854415328;1;1.098612289;2.163323026;13.08984225;4.17438727;0.405465108;0.017133526;0.648416917;0.334201929;2.093639471
Synodus macrostigmus;4.384285714;0.854415328;1;1.098612289;2.163323026;13.08984225;3.044522438;0.405465108;0;0.521210038;0.47859526;1.741901921
Synodus poeyi;4.384285714;0.854415328;1;1.098612289;2.163323026;13.08984225;3.258096538;0.405465108;0;0.54357526;0.456220108;1.953699104
Synodus synodus;4.2;0.854415328;1;1.098612289;2.163323026;13.08984225;3.526360525;0.405465108;0;0.53796798;0.46182914;2.301362555
Taaningichthys minimus;3.189230769;0.405465108;1;0.405465108;1.791759469;8.125926803;2.079441542;0.3074847;0.00341445;0.090555668;0.906010979;2.167669743
Tactostoma macropus;4.2;0.90016135;1;NA;2.054123734;10.71443999;3.663561646;0.343589704;0.052111445;0.470941532;0.476774513;1.536252018
Talismania bifurcata;3.67;1.30833282;2;NA;3.295836866;8.230843564;3.36729583;0.262364264;0.265218407;0.271637799;0.463065792;1.930059529
Tarletonbeania;3.13;0.405465108;1;0.405465108;1.563393974;8.125926803;2.397895273;0.296394013;0.005398972;0.088317378;0.906266297;1.63884886
Tarletonbeania crenularis;3.13;0.405465108;1;0.405465108;1.791759469;8.125926803;2.63905733;0.296394013;0.019482169;0.126818637;0.853666852;2.012680275
Taurulus bubalis;3.59;0.993251773;1;0.693147181;1.609437912;8.243019469;2.890371758;0.207014169;0.071082687;0.185314178;0.743549339;1.812614634
Tautoga onitis;3.319999933;0.703097511;1;1.504077397;3.555348061;11.34498007;4.343805422;0.113328685;0.07636489;0.525376214;0.398064923;2.37791086
Tautogolabrus adspersus;3.72;0.647103242;1;0.693147181;1.945910149;11.98687131;3.663561646;0.182321557;0;0.426278793;0.573565107;1.680518381
Temnocora candida;3.58;1.558144618;1;1.757857918;2.197224577;2.772588722;2.48490665;0.357674444;0.244824374;0.002426016;0.752780694;2.13989603
Tetragonurus cuvieri;3.78;NA;1;NA;NA;NA;4.262679877;0.09531018;NA;NA;NA;1.761864563
Tetraodontidae;3.365;0.615185639;NA;0.693147181;1.386294361;10.9363873;3.36729583;0.433944579;NA;NA;NA;0.268953203
Tetrapturus pfluegeri;4.4;0.693147181;1;1.335001067;2.772588722;18.47753356;5.541263545;0.343589704;0;0.922245675;0.077401598;-0.799087211
Tetronarce californica;4.5;5.017279837;3;2.197224577;2.833213344;2.995732274;4.927253685;0.09531018;0.822701213;0.067635947;0.109700973;-0.373492907
Tetronarce nobiliana;4.5;5.351858133;3;2.197224577;2.833213344;3.433987204;4.304065093;0.076961041;0.820344326;0.01131343;0.168402305;-0.640147309
Thalassobathia pelagica;3.552;0.530628251;3;0.470003629;3.277144733;13.15653289;3.135494216;0.113328685;0.186559298;0.33369263;0.479641143;-0.741741624
Thaleichthys pacificus;3.25;0.641853886;1;1.193922468;1.791759469;10.27938653;3.555348061;0.272885643;0.018345989;0.276320094;0.705240133;0.015301363
Thunnus alalunga;4.3;0.559615788;1;1.840549633;2.772588722;14.73180169;4.94875989;0.173953307;0;0.789307381;0.210386913;-0.661314323
Thyriscus anoplus;3.5565625;1.085189268;NA;1.589235205;1.945910149;10.04932664;2.772588722;0.177309015;NA;NA;NA;0.778516949
Torpedinidae;4.5;5.017279837;3;NA;2.833213344;2.944438979;4.753590191;0.076961041;0.818641859;0.051643414;0.129759046;-0.140819122
Torpedo marmorata;4.5;4.615120517;3;2.197224577;2.833213344;2.995732274;4.615120517;0.086177696;0.781677071;0.062952587;0.155408211;0.119474189
Trachichthyidae;3.87;1.178654996;1;2.821378886;3.784189634;11.79408129;3.737669618;0.067658648;0.099278153;0.57733363;0.323172684;0.464333659
Trachinocephalus myops;4.373076923;0.854415328;1;0.955511445;2.48490665;13.08984225;3.401197382;0.364643114;0.001870493;0.588029722;0.409875096;0.501057653
Trachinotus carolinus;3.5;0.760805829;1;1.410986974;3.17805383;14.71294197;4.17438727;0.285178942;0;0.603780196;0.3959899;-1.104055972
Trachinotus falcatus;3.98;0.760805829;1;1.410986974;3.17805383;14.6311712;4.369447852;0.285178942;0.004356866;0.707723427;0.287646069;-0.629713862
Trachinotus goodei;3.94;0.760805829;1;1.410986974;3.17805383;13.48654805;3.931825633;0.285178942;0.016636882;0.629851084;0.353270969;-1.104055972
Trachinus draco;4.18;0.693147181;1;0.693147181;2.674148649;11.98293534;3.988984047;0.148420005;0.035138294;0.59382063;0.370816786;0.024932324
Trachipteridae;3.925;1.226712291;1;NA;NA;12.20607765;5.241747015;0.067658648;NA;NA;NA;0.926775408
Trachipterus altivelis;3.9;1.355835154;1;NA;NA;12.20607765;5.214935758;0.067658648;NA;NA;NA;1.17757784
Trachipterus arcticus;4.5;1.226712291;1;NA;NA;12.20607765;5.707110265;0.067658648;NA;NA;NA;0.4461234
Trachurus lathami;3.99;0.641853886;1;1.098612289;3.36729583;12.45887208;3.218875825;0.19062036;0.015444722;0.569810044;0.414528303;0.024932324
Trachurus mediterraneus;3.77;0.641853886;1;0.875468737;2.564949357;12.45887208;3.555348061;0.270027137;0;0.493894867;0.505919771;0.280180163
Trachurus picturatus;3.32;0.641853886;1;1.504077397;2.944438979;12.50670179;4.110873864;0.198850859;0.019926494;0.494948514;0.484940403;0.024932324
