Id;family;genus;species;taxonomic.rank;taxon;LME;FAO;habitat;reference.habitat;feeding.mode;reference.feeding.mode;tl;level.tl;reference.tl;body.shape;fin.shape;AR;level.AR;reference.AR;offspring.size;level.offspring.size;reference.offspring.size;spawning.type;reference.spawning.type;age.maturity;level.age.maturity;reference.age.maturity;fecundity;level.fecundity;reference.fecundity;length.infinity;growth.coefficient;level.growth;reference.growth;length.max;level.length.max;reference.length.max;age.max;level.age.max;reference.age.max
258;Ammodytidae;Hyperoplus;lanceolatus;S;Hyperoplus lanceolatus;24;27;demersal;FroesePauly2018, OBIS2018;generalist;FroesePauly2018;3.98;spe;FroesePauly2018;elongated;forked;1.68;fam;FroesePauly2018;0.94;fam;FroesePauly2018;non-guarder;FroesePauly2018;2;spe-ocean;FroesePauly2019;13133;fam-LME;FroesePauly2018;30;0.4;spe-FAO;FroesePauly2018;40;spe;FroesePauly2018;9.5;fam;FroesePauly2018
259;Ammodytidae;Hyperoplus;lanceolatus;S;Hyperoplus lanceolatus;25;27;demersal;FroesePauly2018, OBIS2018;generalist;FroesePauly2018;3.98;spe;FroesePauly2018;elongated;forked;1.68;fam;FroesePauly2018;0.94;fam;FroesePauly2018;non-guarder;FroesePauly2018;2;spe-ocean;FroesePauly2019;13133;fam-LME;FroesePauly2018;30;0.4;spe-FAO;FroesePauly2018;40;spe;FroesePauly2018;9.5;fam;FroesePauly2018
260;Ammodytidae;Hyperoplus;lanceolatus;S;Hyperoplus lanceolatus;59;27;demersal;FroesePauly2018, OBIS2018;generalist;FroesePauly2018;3.98;spe;FroesePauly2018;elongated;forked;1.68;fam;FroesePauly2018;0.94;fam;FroesePauly2018;non-guarder;FroesePauly2018;2;spe-ocean;FroesePauly2019;13133;fam-LME;FroesePauly2018;30;0.4;spe-FAO;FroesePauly2018;40;spe;FroesePauly2018;9.5;fam;FroesePauly2018
261;Ammodytidae;Hyperoplus;;G;Hyperoplus;22;27;demersal;FroesePauly2018, OBIS2018;generalist;inferred from genus;3.98;genus;FroesePauly2018;elongated;forked;1.68;fam;FroesePauly2018;0.94;fam;FroesePauly2018;non-guarder;inferred from genus;2;gen-ocean;FroesePauly2019;12450;fam-FAO;FroesePauly2018;30;0.4;gen-FAO;FroesePauly2018;38;gen;FroesePauly2018;9.5;fam;FroesePauly2018
262;Ammodytidae;Hyperoplus;;G;Hyperoplus;24;27;demersal;FroesePauly2018, OBIS2018;generalist;inferred from genus;3.98;genus;FroesePauly2018;elongated;forked;1.68;fam;FroesePauly2018;0.94;fam;FroesePauly2018;non-guarder;inferred from genus;2;gen-ocean;FroesePauly2019;12450;fam-FAO;FroesePauly2018;30;0.4;gen-FAO;FroesePauly2018;38;gen;FroesePauly2018;9.5;fam;FroesePauly2018
263;Ammodytidae;;;F;Ammodytidae;20;27;demersal;FroesePauly2018, OBIS2018;generalist;inferred from family;3.32;family;FroesePauly2018;elongated;forked;1.68;fam;FroesePauly2018;0.94;fam;FroesePauly2018;non-guarder;inferred from family;3.2;fam-FAO;FroesePauly2019;12450;fam-FAO;FroesePauly2018;20;0.53;fam-FAO;FroesePauly2018;23;fam-LME;FroesePauly2018;9.5;fam;FroesePauly2018
264;Ammodytidae;;;F;Ammodytidae;21;27;demersal;FroesePauly2018, OBIS2018;generalist;inferred from family;3.32;family;FroesePauly2018;elongated;forked;1.68;fam;FroesePauly2018;0.94;fam;FroesePauly2018;non-guarder;inferred from family;3.2;fam-FAO;FroesePauly2019;12450;fam-FAO;FroesePauly2018;20;0.53;fam-FAO;FroesePauly2018;21;fam-FAO;FroesePauly2018;9.5;fam;FroesePauly2018
265;Ammodytidae;;;F;Ammodytidae;22;27;demersal;FroesePauly2018, OBIS2018;generalist;inferred from family;3.32;family;FroesePauly2018;elongated;forked;1.68;fam;FroesePauly2018;0.94;fam;FroesePauly2018;non-guarder;inferred from family;3.2;fam-FAO;FroesePauly2019;12450;fam-FAO;FroesePauly2018;20;0.53;fam-FAO;FroesePauly2018;18;fam-LME;FroesePauly2018;9.5;fam;FroesePauly2018
266;Ammodytidae;;;F;Ammodytidae;24;27;demersal;FroesePauly2018, OBIS2018;generalist;inferred from family;3.32;family;FroesePauly2018;elongated;forked;1.68;fam;FroesePauly2018;0.94;fam;FroesePauly2018;non-guarder;inferred from family;3.2;fam-FAO;FroesePauly2019;12450;fam-FAO;FroesePauly2018;20;0.53;fam-FAO;FroesePauly2018;19;fam-LME;FroesePauly2018;9.5;fam;FroesePauly2018
267;Ammodytidae;;;F;Ammodytidae;59;27;demersal;FroesePauly2018, OBIS2018;generalist;inferred from family;3.32;family;FroesePauly2018;elongated;forked;1.68;fam;FroesePauly2018;0.94;fam;FroesePauly2018;non-guarder;inferred from family;3.2;fam-FAO;FroesePauly2019;12450;fam-FAO;FroesePauly2018;20;0.53;fam-FAO;FroesePauly2018;21;fam-FAO;FroesePauly2018;9.5;fam;FroesePauly2018
268;Anacanthobatidae;Anacanthobatis;folirostris;S;Anacanthobatis folirostris;5;31;bathydemersal;FroesePauly2018, OBIS2018;generalist;inferred from family;3.82;family;FroesePauly2018;flat;pointed;;;;;;;non-guarder;FroesePauly2018;;;;;;;;;;;40;spe;FroesePauly2018;;;
269;Anarhichadidae;Anarhichas;denticulatus;S;Anarhichas denticulatus;7;21;benthopelagic;FroesePauly2018, OBIS2018;generalist;FroesePauly2018;3.75;spe;FroesePauly2018;elongated;truncate;1.7;spe;FroesePauly2018;6;spe;Wiedmann2014;guarder;Heessen2015;5;spe;Baker2010;27000;spe;Baker2009;156;0.09;spe-ocean;FroesePauly2018;150;spe-ocean;FroesePauly2018;16;spe;Wiedmann2014
270;Anarhichadidae;Anarhichas;denticulatus;S;Anarhichas denticulatus;8;21;benthopelagic;FroesePauly2018, OBIS2018;generalist;FroesePauly2018;3.75;spe;FroesePauly2018;elongated;truncate;1.7;spe;FroesePauly2018;6;spe;Wiedmann2014;guarder;Heessen2015;5;spe;Baker2010;27000;spe;Baker2009;156;0.09;spe-ocean;FroesePauly2018;150;spe-ocean;FroesePauly2018;16;spe;Wiedmann2014
271;Anarhichadidae;Anarhichas;denticulatus;S;Anarhichas denticulatus;9;21;benthopelagic;FroesePauly2018, OBIS2018;generalist;FroesePauly2018;3.75;spe;FroesePauly2018;elongated;truncate;1.7;spe;FroesePauly2018;6;spe;Wiedmann2014;guarder;Heessen2015;5;spe;Baker2010;27000;spe;Baker2009;156;0.09;spe-ocean;FroesePauly2018;150;spe-ocean;FroesePauly2018;16;spe;Wiedmann2014
272;Anarhichadidae;Anarhichas;denticulatus;S;Anarhichas denticulatus;18;21;benthopelagic;FroesePauly2018, OBIS2018;generalist;FroesePauly2018;3.75;spe;FroesePauly2018;elongated;truncate;1.7;spe;FroesePauly2018;6;spe;Wiedmann2014;guarder;Heessen2015;5;spe;Baker2010;27000;spe;Baker2009;156;0.09;spe-ocean;FroesePauly2018;150;spe-ocean;FroesePauly2018;16;spe;Wiedmann2014
273;Anarhichadidae;Anarhichas;denticulatus;S;Anarhichas denticulatus;19;21;benthopelagic;FroesePauly2018, OBIS2018;generalist;FroesePauly2018;3.75;spe;FroesePauly2018;elongated;truncate;1.7;spe;FroesePauly2018;6;spe;Wiedmann2014;guarder;Heessen2015;5;spe;Baker2010;27000;spe;Baker2009;156;0.09;spe-ocean;FroesePauly2018;150;spe-ocean;FroesePauly2018;16;spe;Wiedmann2014
274;Anarhichadidae;Anarhichas;denticulatus;S;Anarhichas denticulatus;19;27;benthopelagic;FroesePauly2018, OBIS2018;generalist;FroesePauly2018;3.75;spe;FroesePauly2018;elongated;truncate;1.7;spe;FroesePauly2018;6;spe;Wiedmann2014;guarder;Heessen2015;5;spe;Baker2010;27000;spe;Baker2009;156;0.09;spe-FAO;FroesePauly2018;150;spe-FAO;FroesePauly2018;16;spe;Wiedmann2014
275;Anarhichadidae;Anarhichas;denticulatus;S;Anarhichas denticulatus;20;27;benthopelagic;FroesePauly2018, OBIS2018;generalist;FroesePauly2018;3.75;spe;FroesePauly2018;elongated;truncate;1.7;spe;FroesePauly2018;6;spe;Wiedmann2014;guarder;Heessen2015;6;spe;Wienerroither2012;46500;spe;Wiedmann2014;162;0.08;spe-LME;FroesePauly2018;162;spe;Wiedmann2014;16;spe;Wiedmann2014
276;Anarhichadidae;Anarhichas;denticulatus;S;Anarhichas denticulatus;21;27;benthopelagic;FroesePauly2018, OBIS2018;generalist;FroesePauly2018;3.75;spe;FroesePauly2018;elongated;truncate;1.7;spe;FroesePauly2018;6;spe;Wiedmann2014;guarder;Heessen2015;5;spe;Baker2010;27000;spe;Baker2009;150;0.1;spe-LME;FroesePauly2018;150;spe-LME;FroesePauly2018;16;spe;Wiedmann2014
277;Anarhichadidae;Anarhichas;denticulatus;S;Anarhichas denticulatus;22;27;benthopelagic;FroesePauly2018, OBIS2018;generalist;FroesePauly2018;3.75;spe;FroesePauly2018;elongated;truncate;1.7;spe;FroesePauly2018;6;spe;Wiedmann2014;guarder;Heessen2015;5;spe;Baker2010;27000;spe;Baker2009;156;0.09;spe-FAO;FroesePauly2018;150;spe-LME;FroesePauly2018;16;spe;Wiedmann2014
278;Anarhichadidae;Anarhichas;denticulatus;S;Anarhichas denticulatus;59;27;benthopelagic;FroesePauly2018, OBIS2018;generalist;FroesePauly2018;3.75;spe;FroesePauly2018;elongated;truncate;1.7;spe;FroesePauly2018;6;spe;Wiedmann2014;guarder;Heessen2015;5;spe;Baker2010;27000;spe;Baker2009;156;0.09;spe-FAO;FroesePauly2018;150;spe-FAO;FroesePauly2018;16;spe;Wiedmann2014
279;Anarhichadidae;Anarhichas;lupus;S;Anarhichas lupus;7;21;demersal;FroesePauly2018, OBIS2018;benthivorous;FroesePauly2018;3.55;spe;FroesePauly2018;elongated;rounded;1.15;spe;FroesePauly2018;6;spe;Wiedmann2014;non-guarder;FroesePauly2018;9;spe;Baker2010;25000;spe;FroesePauly2018;131;0.08;spe-ocean;FroesePauly2018;152;spe-FAO;FroesePauly2018;22;spe;FroesePauly2018
280;Anarhichadidae;Anarhichas;lupus;S;Anarhichas lupus;8;21;demersal;FroesePauly2018, OBIS2018;benthivorous;FroesePauly2018;3.55;spe;FroesePauly2018;elongated;rounded;1.15;spe;FroesePauly2018;6;spe;Wiedmann2014;non-guarder;FroesePauly2018;9;spe;Baker2010;25000;spe;FroesePauly2018;131;0.08;spe-ocean;FroesePauly2018;152;spe-LME;FroesePauly2018;22;spe;FroesePauly2018
281;Anarhichadidae;Anarhichas;lupus;S;Anarhichas lupus;9;21;demersal;FroesePauly2018, OBIS2018;benthivorous;FroesePauly2018;3.55;spe;FroesePauly2018;elongated;rounded;1.15;spe;FroesePauly2018;6;spe;Wiedmann2014;non-guarder;FroesePauly2018;9;spe;Baker2010;25000;spe;FroesePauly2018;131;0.08;spe-ocean;FroesePauly2018;152;spe-LME;FroesePauly2018;22;spe;FroesePauly2018
282;Anarhichadidae;Anarhichas;lupus;S;Anarhichas lupus;18;21;demersal;FroesePauly2018, OBIS2018;benthivorous;FroesePauly2018;3.55;spe;FroesePauly2018;elongated;rounded;1.15;spe;FroesePauly2018;6;spe;Wiedmann2014;non-guarder;FroesePauly2018;9;spe;Baker2010;25000;spe;FroesePauly2018;131;0.08;spe-ocean;FroesePauly2018;152;spe-FAO;FroesePauly2018;22;spe;FroesePauly2018
283;Anarhichadidae;Anarhichas;lupus;S;Anarhichas lupus;19;21;demersal;FroesePauly2018, OBIS2018;benthivorous;FroesePauly2018;3.55;spe;FroesePauly2018;elongated;rounded;1.15;spe;FroesePauly2018;6;spe;Wiedmann2014;non-guarder;FroesePauly2018;9;spe;Baker2010;25000;spe;FroesePauly2018;131;0.08;spe-ocean;FroesePauly2018;152;spe-FAO;FroesePauly2018;22;spe;FroesePauly2018
284;Anarhichadidae;Anarhichas;lupus;S;Anarhichas lupus;19;27;demersal;FroesePauly2018, OBIS2018;benthivorous;FroesePauly2018;3.55;spe;FroesePauly2018;elongated;rounded;1.15;spe;FroesePauly2018;6;spe;Wiedmann2014;non-guarder;FroesePauly2018;9;spe;Baker2010;25000;spe;FroesePauly2018;131;0.08;spe-FAO;FroesePauly2018;152;spe-ocean;FroesePauly2018;22;spe;FroesePauly2018
285;Anarhichadidae;Anarhichas;lupus;S;Anarhichas lupus;20;27;demersal;FroesePauly2018, OBIS2018;benthivorous;FroesePauly2018;3.55;spe;FroesePauly2018;elongated;rounded;1.15;spe;FroesePauly2018;6;spe;Wiedmann2014;guarder;FroesePauly2018;9;spe;Baker2010;12740;spe;FroesePauly2018;104;0.12;spe-LME;FroesePauly2018;104;spe;Wiedmann2014;20;spe;Wiedmann2014
286;Anarhichadidae;Anarhichas;lupus;S;Anarhichas lupus;21;27;demersal;FroesePauly2018, OBIS2018;benthivorous;FroesePauly2018;3.55;spe;FroesePauly2018;elongated;rounded;1.15;spe;FroesePauly2018;6;spe;Wiedmann2014;non-guarder;FroesePauly2018;9;spe;Baker2010;25000;spe;FroesePauly2018;131;0.08;spe-FAO;FroesePauly2018;152;spe-ocean;FroesePauly2018;22;spe;FroesePauly2018
287;Anarhichadidae;Anarhichas;lupus;S;Anarhichas lupus;22;27;demersal;FroesePauly2018, OBIS2018;benthivorous;FroesePauly2018;3.55;spe;FroesePauly2018;elongated;rounded;1.15;spe;FroesePauly2018;6;spe;Wiedmann2014;non-guarder;FroesePauly2018;9;spe;Baker2010;25000;spe;FroesePauly2018;138;0.07;spe-LME;FroesePauly2018;152;spe-ocean;FroesePauly2018;22;spe;FroesePauly2018
288;Anarhichadidae;Anarhichas;lupus;S;Anarhichas lupus;23;27;demersal;FroesePauly2018, OBIS2018;benthivorous;FroesePauly2018;3.55;spe;FroesePauly2018;elongated;rounded;1.15;spe;FroesePauly2018;6;spe;Wiedmann2014;non-guarder;FroesePauly2018;9;spe;Baker2010;25000;spe;FroesePauly2018;131;0.08;spe-FAO;FroesePauly2018;152;spe-ocean;FroesePauly2018;22;spe;FroesePauly2018
289;Anarhichadidae;Anarhichas;lupus;S;Anarhichas lupus;24;27;demersal;FroesePauly2018, OBIS2018;benthivorous;FroesePauly2018;3.55;spe;FroesePauly2018;elongated;rounded;1.15;spe;FroesePauly2018;6;spe;Wiedmann2014;non-guarder;FroesePauly2018;9;spe;Baker2010;25000;spe;FroesePauly2018;131;0.08;spe-FAO;FroesePauly2018;152;spe-ocean;FroesePauly2018;22;spe;FroesePauly2018
290;Anarhichadidae;Anarhichas;lupus;S;Anarhichas lupus;59;27;demersal;FroesePauly2018, OBIS2018;benthivorous;FroesePauly2018;3.55;spe;FroesePauly2018;elongated;rounded;1.15;spe;FroesePauly2018;6;spe;Wiedmann2014;non-guarder;FroesePauly2018;9;spe;Baker2010;25000;spe;FroesePauly2018;131;0.08;spe-FAO;FroesePauly2018;152;spe-ocean;FroesePauly2018;22;spe;FroesePauly2018
291;Anarhichadidae;Anarhichas;minor;S;Anarhichas minor;7;21;demersal;FroesePauly2018, OBIS2018;benthivorous;FroesePauly2018;3.62;spe;FroesePauly2018;elongated;truncate;1.32;spe;FroesePauly2018;3.35;spe;Wiedmann2014;guarder;FroesePauly2018;8;spe-ocean;FroesePauly2019;19700;spe-ocean;FroesePauly2018;153;0.1;spe-ocean;FroesePauly2018;200;spe-FAO;FroesePauly2018;40;gen;Wiedmann2014
292;Anarhichadidae;Anarhichas;minor;S;Anarhichas minor;8;21;demersal;FroesePauly2018, OBIS2018;benthivorous;FroesePauly2018;3.62;spe;FroesePauly2018;elongated;truncate;1.32;spe;FroesePauly2018;3.35;spe;Wiedmann2014;guarder;FroesePauly2018;8;spe-ocean;FroesePauly2019;19700;spe-ocean;FroesePauly2018;153;0.1;spe-ocean;FroesePauly2018;200;spe-LME;FroesePauly2018;40;gen;Wiedmann2014
293;Anarhichadidae;Anarhichas;minor;S;Anarhichas minor;9;21;demersal;FroesePauly2018, OBIS2018;benthivorous;FroesePauly2018;3.62;spe;FroesePauly2018;elongated;truncate;1.32;spe;FroesePauly2018;3.35;spe;Wiedmann2014;guarder;FroesePauly2018;8;spe-ocean;FroesePauly2019;19700;spe-ocean;FroesePauly2018;153;0.1;spe-ocean;FroesePauly2018;200;spe-LME;FroesePauly2018;40;gen;Wiedmann2014
294;Anarhichadidae;Anarhichas;minor;S;Anarhichas minor;18;21;demersal;FroesePauly2018, OBIS2018;benthivorous;FroesePauly2018;3.62;spe;FroesePauly2018;elongated;truncate;1.32;spe;FroesePauly2018;3.35;spe;Wiedmann2014;guarder;FroesePauly2018;8;spe-ocean;FroesePauly2019;19700;spe-ocean;FroesePauly2018;153;0.1;spe-ocean;FroesePauly2018;200;spe-FAO;FroesePauly2018;40;gen;Wiedmann2014
295;Anarhichadidae;Anarhichas;minor;S;Anarhichas minor;19;21;demersal;FroesePauly2018, OBIS2018;benthivorous;FroesePauly2018;3.62;spe;FroesePauly2018;elongated;truncate;1.32;spe;FroesePauly2018;3.35;spe;Wiedmann2014;guarder;FroesePauly2018;8;spe-ocean;FroesePauly2019;19700;spe-ocean;FroesePauly2018;153;0.1;spe-ocean;FroesePauly2018;200;spe-FAO;FroesePauly2018;40;gen;Wiedmann2014
296;Anarhichadidae;Anarhichas;minor;S;Anarhichas minor;19;27;demersal;FroesePauly2018, OBIS2018;benthivorous;FroesePauly2018;3.62;spe;FroesePauly2018;elongated;truncate;1.32;spe;FroesePauly2018;3.35;spe;Wiedmann2014;guarder;FroesePauly2018;8;spe-ocean;FroesePauly2019;19700;spe-ocean;FroesePauly2018;153;0.1;spe-FAO;FroesePauly2018;180;spe-FAO;FroesePauly2018;40;gen;Wiedmann2014
297;Anarhichadidae;Anarhichas;minor;S;Anarhichas minor;20;27;demersal;FroesePauly2018, OBIS2018;benthivorous;FroesePauly2018;3.62;spe;FroesePauly2018;elongated;truncate;1.32;spe;FroesePauly2018;3.35;spe;Wiedmann2014;guarder;FroesePauly2018;7;spe;Wienerroither2012;19700;spe-ocean;FroesePauly2018;153;0.1;spe-FAO;FroesePauly2018;180;spe-LME;FroesePauly2018;40;spe-LME;Wiedmann2014
298;Anarhichadidae;Anarhichas;minor;S;Anarhichas minor;21;27;demersal;FroesePauly2018, OBIS2018;benthivorous;FroesePauly2018;3.62;spe;FroesePauly2018;elongated;truncate;1.32;spe;FroesePauly2018;3.35;spe;Wiedmann2014;guarder;FroesePauly2018;8;spe-ocean;FroesePauly2019;19700;spe-ocean;FroesePauly2018;153;0.1;spe-FAO;FroesePauly2018;180;spe-LME;FroesePauly2018;40;spe-LME;Wiedmann2014
299;Anarhichadidae;Anarhichas;minor;S;Anarhichas minor;22;27;demersal;FroesePauly2018, OBIS2018;benthivorous;FroesePauly2018;3.62;spe;FroesePauly2018;elongated;truncate;1.32;spe;FroesePauly2018;3.35;spe;Wiedmann2014;guarder;FroesePauly2018;8;spe-ocean;FroesePauly2019;19700;spe-ocean;FroesePauly2018;153;0.1;spe-FAO;FroesePauly2018;180;spe-LME;FroesePauly2018;40;spe-LME;Wiedmann2014
300;Anarhichadidae;Anarhichas;minor;S;Anarhichas minor;59;27;demersal;FroesePauly2018, OBIS2018;benthivorous;FroesePauly2018;3.62;spe;FroesePauly2018;elongated;truncate;1.32;spe;FroesePauly2018;3.35;spe;Wiedmann2014;guarder;FroesePauly2018;8;spe-ocean;FroesePauly2019;19700;spe-ocean;FroesePauly2018;153;0.1;spe-FAO;FroesePauly2018;180;spe-FAO;FroesePauly2018;40;gen;Wiedmann2014
301;Anarhichadidae;Anarhichas;orientalis;S;Anarhichas orientalis;1;67;demersal;FroesePauly2018, OBIS2018;benthivorous;FroesePauly2018;3.8;spe;FroesePauly2018;elongated;rounded;1.28;spe;FroesePauly2018;4.68;gen;Inferred from genus;non-guarder;FroesePauly2018;8;gen-ocean;FroesePauly2019;19700;gen-ocean;FroesePauly2018;144;0.08;gen-ocean;FroesePauly2018;124;spe-FAO;FroesePauly2018;31;gen;FroesePauly2018
302;Anarhichadidae;Anarhichas;orientalis;S;Anarhichas orientalis;2;67;demersal;FroesePauly2018, OBIS2018;benthivorous;FroesePauly2018;3.8;spe;FroesePauly2018;elongated;rounded;1.28;spe;FroesePauly2018;4.68;gen;Inferred from genus;non-guarder;FroesePauly2018;8;gen-ocean;FroesePauly2019;19700;gen-ocean;FroesePauly2018;144;0.08;gen-ocean;FroesePauly2018;124;spe-LME;FroesePauly2018;31;gen;FroesePauly2018
303;Anarhichadidae;Anarrhichthys;ocellatus;S;Anarrhichthys ocellatus;1;67;demersal;FroesePauly2018, OBIS2018;benthivorous;FroesePauly2018;3.51;spe;FroesePauly2018;elongated;pointed;1.34;fam;FroesePauly2018;4.68;fam;Inferred from family;non-guarder;FroesePauly2018;7;spe;FroesePauly2019;19700;fam-ocean;FroesePauly2018;144;0.08;fam-ocean;FroesePauly2018;240;spe;FroesePauly2018;31;fam;FroesePauly2018
304;Anarhichadidae;Anarrhichthys;ocellatus;S;Anarrhichthys ocellatus;2;67;demersal;FroesePauly2018, OBIS2018;benthivorous;FroesePauly2018;3.51;spe;FroesePauly2018;elongated;pointed;1.34;fam;FroesePauly2018;4.68;fam;Inferred from family;non-guarder;FroesePauly2018;7;spe;FroesePauly2019;19700;fam-ocean;FroesePauly2018;144;0.08;fam-ocean;FroesePauly2018;240;spe;FroesePauly2018;31;fam;FroesePauly2018
305;Anarhichadidae;Anarrhichthys;ocellatus;S;Anarrhichthys ocellatus;3;67;demersal;FroesePauly2018, OBIS2018;benthivorous;FroesePauly2018;3.51;spe;FroesePauly2018;elongated;pointed;1.34;fam;FroesePauly2018;4.68;fam;Inferred from family;non-guarder;FroesePauly2018;7;spe;FroesePauly2019;19700;fam-ocean;FroesePauly2018;144;0.08;fam-ocean;FroesePauly2018;240;spe;FroesePauly2018;31;fam;FroesePauly2018
306;Anarhichadidae;Anarrhichthys;ocellatus;S;Anarrhichthys ocellatus;3;77;demersal;FroesePauly2018, OBIS2018;benthivorous;FroesePauly2018;3.51;spe;FroesePauly2018;elongated;pointed;1.34;fam;FroesePauly2018;4.68;fam;Inferred from family;non-guarder;FroesePauly2018;7;spe;FroesePauly2019;19700;fam-ocean;FroesePauly2018;144;0.08;fam-ocean;FroesePauly2018;240;spe;FroesePauly2018;31;fam;FroesePauly2018
307;Anarhichadidae;;;F;Anarhichadidae;20;27;demersal;FroesePauly2018, OBIS2018;;;3.68;family;FroesePauly2018;elongated;truncate;1.34;fam;FroesePauly2018;4.68;fam;Inferred from family;;;8;fam-ocean;FroesePauly2019;19700;fam-ocean;FroesePauly2018;144;0.08;fam-FAO;FroesePauly2018;165;fam-LME;FroesePauly2018;31;fam;FroesePauly2018
308;Anarhichadidae;;;F;Anarhichadidae;21;27;demersal;FroesePauly2018, OBIS2018;;;3.68;family;FroesePauly2018;elongated;truncate;1.34;fam;FroesePauly2018;4.68;fam;Inferred from family;;;8;fam-ocean;FroesePauly2019;19700;fam-ocean;FroesePauly2018;144;0.08;fam-FAO;FroesePauly2018;165;fam-LME;FroesePauly2018;31;fam;FroesePauly2018
309;Anarhichadidae;;;F;Anarhichadidae;22;27;demersal;FroesePauly2018, OBIS2018;;;3.68;family;FroesePauly2018;elongated;truncate;1.34;fam;FroesePauly2018;4.68;fam;Inferred from family;;;8;fam-ocean;FroesePauly2019;19700;fam-ocean;FroesePauly2018;144;0.08;fam-FAO;FroesePauly2018;165;fam-LME;FroesePauly2018;31;fam;FroesePauly2018
310;Anguillidae;Anguilla;anguilla;S;Anguilla anguilla;21;27;demersal;FroesePauly2018, OBIS2018;generalist;FroesePauly2018;3.55;spe;FroesePauly2018;eel-like;pointed;;;;1.14;spe;FroesePauly2018;non-guarder;FroesePauly2018;11;spe-ocean;FroesePauly2019;2500000;spe-ocean;FroesePauly2018;93;0.1;spe-FAO;FroesePauly2018;145;spe-FAO;FroesePauly2018;23;spe;FroesePauly2018
311;Anguillidae;Anguilla;anguilla;S;Anguilla anguilla;22;27;demersal;FroesePauly2018, OBIS2018;generalist;FroesePauly2018;3.55;spe;FroesePauly2018;eel-like;pointed;;;;1.14;spe;FroesePauly2018;non-guarder;FroesePauly2018;11;spe-ocean;FroesePauly2019;2500000;spe-ocean;FroesePauly2018;83;0.08;spe-LME;FroesePauly2018;66;spe-LME;FroesePauly2018;23;spe;FroesePauly2018
312;Anguillidae;Anguilla;anguilla;S;Anguilla anguilla;23;27;demersal;FroesePauly2018, OBIS2018;generalist;FroesePauly2018;3.55;spe;FroesePauly2018;eel-like;pointed;;;;1.14;spe;FroesePauly2018;non-guarder;FroesePauly2018;11;spe-ocean;FroesePauly2019;2500000;spe-ocean;FroesePauly2018;83;0.14;spe-LME;FroesePauly2018;145;spe-LME;FroesePauly2018;23;spe;FroesePauly2018
313;Anguillidae;Anguilla;anguilla;S;Anguilla anguilla;24;27;demersal;FroesePauly2018, OBIS2018;generalist;FroesePauly2018;3.55;spe;FroesePauly2018;eel-like;pointed;;;;1.14;spe;FroesePauly2018;non-guarder;FroesePauly2018;11;spe-ocean;FroesePauly2019;2500000;spe-ocean;FroesePauly2018;112;0.11;spe-LME;FroesePauly2018;145;spe-FAO;FroesePauly2018;23;spe;FroesePauly2018
314;Anguillidae;Anguilla;rostrata;S;Anguilla rostrata;6;31;demersal;FroesePauly2018, OBIS2018;generalist;FroesePauly2018;3.83;spe;FroesePauly2018;eel-like;pointed;;;;1.14;gen;FroesePauly2018;non-guarder;FroesePauly2018;11;gen-ocean;FroesePauly2019;9190000;spe-LME;FroesePauly2018;83;0.11;gen-ocean;FroesePauly2018;120;spe-ocean;FroesePauly2018;43;spe-ocean;FroesePauly2018
315;Anguillidae;Anguilla;rostrata;S;Anguilla rostrata;7;21;demersal;FroesePauly2018, OBIS2018;generalist;FroesePauly2018;3.83;spe;FroesePauly2018;eel-like;pointed;;;;1.14;gen;FroesePauly2018;non-guarder;FroesePauly2018;11;gen-ocean;FroesePauly2019;10880000;spe-LME;FroesePauly2018;83;0.11;gen-ocean;FroesePauly2018;120;spe-FAO;FroesePauly2018;43;spe-FAO;FroesePauly2018
316;Anguillidae;Anguilla;rostrata;S;Anguilla rostrata;8;21;demersal;FroesePauly2018, OBIS2018;generalist;FroesePauly2018;3.83;spe;FroesePauly2018;eel-like;pointed;;;;1.14;gen;FroesePauly2018;non-guarder;FroesePauly2018;11;gen-ocean;FroesePauly2019;10880000;spe-LME;FroesePauly2018;83;0.11;gen-ocean;FroesePauly2018;120;spe-LME;FroesePauly2018;43;spe-LME;FroesePauly2018
317;Anguillidae;Anguilla;;G;Anguilla;22;27;demersal;FroesePauly2018, OBIS2018;generalist;FroesePauly2018;4.03;genus;FroesePauly2018;eel-like;pointed;;;;1.14;gen;FroesePauly2018;non-guarder;inferred from genus;11;gen-ocean;FroesePauly2019;7176000;gen-ocean;FroesePauly2018;93;0.1;gen-FAO;FroesePauly2018;66;gen-LME;FroesePauly2018;33;gen;FroesePauly2018
